compound_id,smiles_raw,provenance_file,provenance_sheet,provenance_row,flag_asterisk,flag_smiles_o3_changed
Example 114,CCN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2/N=C\C3=CN=C(C4=C(OC)N=CN=C4OC4CC4)N=C32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,118,False,
Example 115,COC1=C(C2=NC=C3/C=N\N(CC4=CC=C(N5N=C(C(F)(F)F)C=C5C)C=C4)C3=N2)C(C(C)C)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,119,False,
Example 116,CCN1C=C(C(F)(F)F)N=C1C1=CC=C(C(C)N2N=CC3=C\N=C(C4=C(OC)N=CN=C4C(C)C)/N=C\32)C=C1F,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,120,False,
Example 117,CCN1C=C(C(F)(F)F)N=C1C1=CC=C([C@H](C)N2N=CC3=C\N=C(C4=C(OC)N=CN=C4C(C)C)/N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,121,False,
Example 118,CCN1C=C(C(F)(F)F)N=C1C1=CC=C([C@H](C)N2N=CC3=C\N=C(C4=C(OC)N=CN=C4C(C)C)/N=C\32)C=C1F,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,122,True,True
Example 119,COC1=C(C2=NC=C3/C=N\N(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C(C)C)C=C4)C3=N2)C(C(C)C)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,123,False,
Example 120,CNC1=CC(C(F)(F)F)=NN1C1=CC=C(CN2N=CC3=C\N=C(C4=C(OC)N=CN=C4C4CC4)/N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,124,False,
Example 121,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(N5N=C(C(F)(F)F)C=C5N(C)C)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,125,False,
Example 122,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(N5N=C(C(F)(F)F)C=C5N(C)C)C(F)=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,126,False,
Example 123,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(N5N=C(C(F)F)C=C5N(C)C)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,127,False,
Example 124,,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,128,False,
Example 125,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(C5=C(C)SC(CF)=N5)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,129,False,
Example 126,COC1=C(C2=NC=C3/C=N\N(CC4=CC=C(C5=CSC(CF)=N5)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,130,False,
Example 127,COC1=C(C2=NC=C3/C=N\N(CC4=CC=C(C5=C(C)OC(CF)=N5)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,131,False,
Example 128,CCN1C=C(CF)N=C1C1=CC=C(CN2N=CC3=C\N=C(C4=C(OC)N=CN=C4C4CC4)/N=C\32)C=C1OC,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,132,False,
Example 129,COC1=CC(CN2N=CC3=C\N=C(C4=C(OC)N=CN=C4C4CC4)/N=C\32)=CC=C1C1=NC(CF)=CN1CCF,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,133,False,
Example 130,CCC(C)N1C=C(CF)N=C1C1=CC=C(CN2/N=C\C3=CN=C(C4=C(OC)N=CN=C4C4CC4)N=C32)C=C1OC,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,134,False,
Example 131,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(/C5=N/C6=C(C=CC=C6F)N5C)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,135,False,
Example 132,COC1=C(C2=NC=C3/C=N\N(CC4=CC=C(C5=NC=CC(C(F)(F)F)=N5)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,136,False,
Example 133,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C)C=C4)\C3=N\2)C(C2CC2)=NC(C)=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,137,False,
Example 134,COC1=C(C2=NC=C3/C=N\N(CC4=CC=C(C5=NC(C(F)(F)F)=CN5)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,138,False,
Example 135,CCN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2N=CC3=C\N=C(C4=C(OC)N=CN=C4C4CNC4)/N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,139,False,
Example 136,COC1=C(C2=N\C=C3\C=NN(CC4=CC=C(/C5=N/C(C(F)(F)F)=C6/CNCCN56)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,140,False,
Example 137,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=CN5CCF)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,141,False,
Example 138,COC1=C(C2=N/C=C3/C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=CN5CC(F)F)C=C4)/C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,142,False,
Example 139,O(C1N=CN=C(C=1C1=NC=C2C(N(CC3C=CC(C4N(C=C(C(F)(F)F)N=4)C(*)(*)C(*)(*)*)=CC=3)N=C2)=N1)C1CC1)C,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,143,True,True
Example 140,O(C)C1N=CN=C(C=1C1=NC=C2C(N(CC3C=CC(C4N(C=C(C(F)(F)F)N=4)C(C(*)(*)*)(C(*)(*)*)*)=CC=3)N=C2)=N1)C1CC1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,144,True,True
Example 141,COC1=C(C2=N/C=C3\C=NN(C(C)C4=CC=C(C5=NC(C(F)(F)F)=CN5CCF)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,145,False,
Example 142,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=CN5CC(C)F)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,146,False,
Example 143,COC1=C(C2=NC=C3/C=N\N(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C(C)C)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,147,False,
Example 144,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C5CCC5)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,148,False,
Example 145,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C5COC5)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,149,False,
Example 146,COC1=C(C2=NC=C3/C=N\N(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C5CCOC5)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,150,False,
Example 147,COC1=C(C2=N/C=C3/C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=CN5CC(=O)N(C)C)C=C4)/C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,151,False,
Example 148,CCN1C=C(C#N)N=C1C1=CC=C(CN2N=CC3=C\N=C(C4=C(OC)N=CN=C4C4CC4)/N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,152,False,
Example 149,COC1=C(C2=NC=C3/C=N\N(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C(C)CO)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,153,False,
Example 150,COCC(C)N1C=C(C(F)(F)F)N=C1C1=CC=C(CN2N=CC3=C/N=C(C4=C(OC)N=CN=C4C4CC4)\N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,154,False,
Example 151,COC1=C(C2=NC=C3/C=N\N(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C(C)CF)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,155,False,
Example 152,CC(C)C1=C(C2=N/C3=C(C=NN3CC3=CC=C(C4=NC(C(F)(F)F)=CN4C4CN(C)C4)C=C3)/C=N\2)C=CC=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,156,False,
Example 153,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C5CN(C)C5)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,157,False,
Example 154,COC1=C(C2=NC=C3C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C5CC5)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,158,False,
Example 155,CN(C)C1=C(C2=NC=C3/C=N\N(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,159,False,
Example 156,CN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2N=CC3=C\N=C(C4=C(N5CCC5)N=CN=C4C4CC4)/N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,160,False,
Example 157,CN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2N=CC3=C\N=C(C4=C(N5CCCC5)N=CN=C4C4CC4)/N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,161,False,
Example 158,CNC1=C(C2=NC=C3C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,162,False,
Example 159,CC1=CC(C(F)(F)F)=NN1C1=CC=C(CN2/N=C\C3=CN=C(C4=C(N(C)C)N=CN=C4C4CC4)N=C32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,163,False,
Example 160,CN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2N=CC3=C\N=C(C4=C(C#N)N=CN=C4C4CC4)/N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,164,False,
Example 161,COC1=C(C2=NC(N(C)C)=C3/C=N\N(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C(C)C)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,165,False,
Example 162,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=C(Br)N5C(C)C)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,166,False,
Example 163,COC1=C(C2=N\C=C3\C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=C(Br)N5C)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,167,False,
Example 164,CCN1C(C2=CC=C(CN3N=CC4=C/N=C(C5=C(OC)N=CN=C5C5CC5)/N=C\43)C=C2)=NC(C(F)(F)F)=C1OC,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,168,False,
Example 165,COC1=C(C2=N/C=C3/C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=C(OC)N5C)C=C4)/C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,169,False,
Example 166,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=C(OC)N5C(C)C)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,170,False,
Example 167,CCN1C(C2=CC=C(CN3/N=C\C4=CN=C(C5=C(OC)N=CN=C5C5CC5)N=C43)C=C2)=NC(C(F)(F)F)=C1C,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,171,False,
Example 168,COC1=CC([C@H](C)N2N=CC3=C/N=C(C4=C(OC)N=CN=C4C4CC4)/N=C\32)=CC=C1C1=NC(C(F)(F)F)=CN1CCF,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,172,False,
Example 169,COC1=C(C2=N/C=C3\C=NN([C@@H](C)C4=CC=C(C5=NC(C(F)(F)F)=CN5CCF)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,173,False,
Example 170,CCN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2/N=C(/Br)C3=CN=C(C4=C(OC)N=CN=C4C4CC4)N=C32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,174,False,
Example 171,COC1=C(C2=N\C=C3\C(Br)=NN([C@@H](C)C4=CC=C(C5=NC(C(F)(F)F)=CN5C)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,175,False,
Example 172,CCN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2N=C(C#N)C3=C/N=C(C4=C(OC)N=CN=C4C4CC4)\N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,176,False,
Example 173,COC1=C(C2=N/C=C3\C=NN([C@H]4CCC5=C4C=CC(C4=NC(C(F)(F)F)=CN4C(C)C)=C5)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,177,False,
Example 174,COC1=C(C2=N/C=C3/C=NN([C@@H]4CCC5=C4C=CC(C4=NC(C(F)(F)F)=CN4C(C)C)=C5)/C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,178,False,
Example 175,CCN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2/N=C(/OC)C3=CN=C(C4=C(OC)N=CN=C4C4CC4)N=C32)C=C1F,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,179,False,
Example 176,CCN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2N=C(OC)C3=C/N=C(C4=C(OC)N=CN=C4C4CC4)\N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,180,False,
Example 177,COC1=NN(C(C)C2=CC=C(C3=NC(C(F)(F)F)=CN3CCF)C=C2)/C2=N/C(C3=C(OC)N=CN=C3C3CC3)=N\C=C\12,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,181,False,
Example 178,COC1=NN([C@@H](C)C2=CC=C(C3=NC(C(F)(F)F)=CN3CCF)C=C2)/C2=N/C(C3=C(OC)N=CN=C3C3CC3)=N\C=C\12,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,182,False,
Example 179,COC1=NN([C@@H](C)C2=CC=C(C3=NC(C(F)(F)F)=CN3C)C=C2)/C2=N\C(C3=C(OC)N=CN=C3C3CC3)=N/C=C\12,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,183,False,
Example 180,CCN1C=C(C(F)(F)F)N=C1C1=CC=C([C@H](C)N2N=C(OC)C3=C/N=C(C4=C(OC)N=CN=C4C4CC4)/N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,184,False,
Example 181,COC1=NN([C@@H](C)C2=CC=C(C3=NC(C(F)(F)F)=CN3C(C)C)C=C2)/C2=N/C(C3=C(OC)N=CN=C3C3CC3)=N/C=C\12,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,185,False,
Example 182,CCOC1=NN(CC2=CC=C(C3=NC(C(F)(F)F)=CN3CC)C=C2)/C2=N\C(C3=C(OC)N=CN=C3C3CC3)=N/C=C\12,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,186,False,
Example 183,CCOC1=NN(CC2=CC=C(C3=NC(C(F)(F)F)=CN3CC)C=C2)/C2=N/C(C3=C(OCC)N=CN=C3C3CC3)=N\C=C\12,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,187,False,
Example 184,CCN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2/N=C(/OC3CCC3)C3=CN=C(C4=C(OC)N=CN=C4C4CC4)N=C32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,188,False,
Example 185,COC1=NN(CC2=CC=C(C3=CN(C(C)C)C(C(F)(F)F)=N3)C=C2)/C2=N/C(C3=C(OC)N=CN=C3C3CC3)=N/C=C\12,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,189,False,
Example 186,CCN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2N=C(N3CCC3)C3=C\N=C(C4=C(OC)N=CN=C4C4CC4)/N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,190,False,
Example 187,CCN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2N=C(C)C3=C/N=C(C4=C(OC)N=CN=C4C4CC4)\N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,191,False,
Example 188,COC1=C(C2=NC=C3C(=N2)N([C@@H](C)C2=CC=C(C4=NC(C(F)(F)F)=C(Br)N4C)C=C2)/N=C\3OC)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,192,False,
Example 189,CCN1C(C2=CC=C(CN3N=C(OC)C4=C/N=C(C5=C(OC)N=CN=C5C5CC5)\N=C\43)C=C2)=NC(C(F)(F)F)=C1Br,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,193,False,
Example 190,CCN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2/N=C(/SC)C3=CN=C(C4=C(OC)N=CN=C4C4CC4)N=C32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,194,False,
Example 191,CCN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2/N=C(/S(C)(=O)=O)C3=CN=C(C4=C(OC)N=CN=C4C4CC4)N=C32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,195,False,
Example 192,CCN1C=C(C(F)(F)F)N=C1C1=CC=C(CN2N=C(SCC3=CC=C(OC)C=C3)C3=C\N=C(C4=C(OC)N=CN=C4C4CC4)/N=C\32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,196,False,
Example 193,COC1=C(C2=N\C=C3\C=NN(CC4=CC=C(C5=NC(C(F)(F)F)=CN5CS(C)(=O)=O)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,197,False,
Example 194,CCN1C=C(CO)N=C1C1=CC=C(CN2/N=C\C3=CN=C(C4=C(OC)N=CN=C4C4CC4)N=C32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,198,False,
Example 195,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(C5=NC(CO)=CN5C(C)C)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,199,False,
Example 196,CCN1C=C(C(F)F)N=C1C1=CC=C(CN2/N=C\C3=CN=C(C4=C(OC)N=CN=C4C4CC4)N=C32)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,200,False,
Example 197,COC1=C(C2=N/C=C3\C=NN(CC4=CC=C(C5=NC(C(F)F)=CN5C(C)C)C=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,201,False,
Example 198,COC1=C(C2=NC3=C(C=N2)/C=N\N3CC2=CC=C(N3N=C(C(F)(F)F)C=C3CO)C=C2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,202,False,
Example 199,COC1=C(C2=N/C3=C(C=NN3CC3=CC=C(C4=NC(N)=CN4C(C)C)C=C3)/C=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,203,False,
Example 200,COC1=C(C2=NC=C3/C=N\N(CC4=CC=C(N5N=C(C(F)(F)F)C=C5OC5CNC5)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,204,False,
Example 201,COC1=C(C2=NC=C3/C=C\N(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,205,False,
Example 202,CC(C)C1=C(C2=NC=C3/N=C\N(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C)C=C4)C3=N2)C=CC=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,206,False,
Example 203,COC1=C(C2=NC3=C(C=N2)/N=C\N3CC2=CC=C(C3=NC(C(F)(F)F)=CN3C)C=C2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,207,False,
Example 204,COC1=C(C2=NC3=C(C=N2)/N=C\N3CC2=CC=C(C3=NC(C(F)(F)F)=CN3C(C)C)C=C2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,208,False,
Example 205,CC/C1=N/C2=C(N=C(C3=C(OC)N=CN=C3C3CC3)N=C2)N1CC1=CC=C(C2=NC(C(F)(F)F)=CN2C(C)C)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,209,False,
Example 206,COC1=C(C2=NC3=C(C=N2)/N=C(/C)N3CC2=CC=C(C3=NC(C(F)(F)F)=CN3C)C=C2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,210,False,
Example 207,COC/C1=N/C2=C(N=C(C3=C(OC)N=CN=C3C3CC3)N=C2)N1CC1=CC=C(C2=NC(C(F)(F)F)=CN2C(C)C)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,211,False,
Example 208,COC1=C(C2=NC3=C(C=N2)/N=C(/C(C)C)N3CC2=CC=C(C3=NC(C(F)(F)F)=CN3C(C)C)C=C2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,212,False,
Example 209,CC/C1=N/C2=CN=C(C3=C(OC)N=CN=C3C3CC3)N=C2N1CC1=CC=C(N2N=C(C(F)(F)F)C=C2C)C=C1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,213,False,
Example 210,COC1=C(C2=NC3=C(C=N2)/N=C\N3CC2=CC=C(N3N=C(C(F)(F)F)C=C3C)C=C2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,214,False,
Example 211,COC1=C(C2=NC3=C(C=N2)/N=C(/C)N3CC2=CC=C(N3N=C(C(F)(F)F)C=C3C)C=C2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,215,False,
Example 212,COC1=C(C2=N/C3=C(\C=N/2)N=C(C(C)C)N3CC2=CC=C(N3N=C(C(F)(F)F)C=C3C)C=C2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,216,False,
Example 213,COC1=C(C2=NC3=C(C=N2)/N=C(/C2CC2)N3CC2=CC=C(N3N=C(C(F)(F)F)C=C3C)C=C2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,217,False,
Example 214,COC1=C(C2=N/C3=C(\C=N/2)N=C(C2CCC2)N3CC2=CC=C(N3N=C(C(F)(F)F)C=C3C)C=C2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,218,False,
Example 215,COC1=C(C2=NC=C3/N=N\N(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C)C=C4)C3=N2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,219,False,
Example 216,COC1=C(C2=NC=C3C(=N2)N(CC2=CC=C(C4=NC(C(F)(F)F)=CN4C(C)C)C(F)=C2)/C=C\3Br)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,220,False,
Example 217,COC1=C(C2=N/C=C3\CC(=O)N(CC4=CC=C(C5=NC(C(F)(F)F)=CN5C(C)C)C(F)=C4)\C3=N\2)C(C2CC2)=NC=N1,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,221,False,
