ex_no,provenance_file,provenance_sheet,provenance_row,variable,value
540,data/bronze/artifacts/2021_raw.xlsx,Table 19,243,ki_b_nM,nan
540,data/bronze/artifacts/2021_raw.xlsx,Table 19,243,ic50_null_uM,0.194
540,data/bronze/artifacts/2021_raw.xlsx,Table 19,243,ic50_wt_uM,6.27
541,data/bronze/artifacts/2021_raw.xlsx,Table 19,244,ki_a_nM,0.13
541,data/bronze/artifacts/2021_raw.xlsx,Table 19,244,ki_b_nM,nan
541,data/bronze/artifacts/2021_raw.xlsx,Table 19,244,ic50_null_uM,0.198
541,data/bronze/artifacts/2021_raw.xlsx,Table 19,244,ic50_wt_uM,4.14
542,data/bronze/artifacts/2021_raw.xlsx,Table 19,245,ki_a_nM,0.12
542,data/bronze/artifacts/2021_raw.xlsx,Table 19,245,ki_b_nM,nan
542,data/bronze/artifacts/2021_raw.xlsx,Table 19,245,ic50_null_uM,0.11
542,data/bronze/artifacts/2021_raw.xlsx,Table 19,245,ic50_wt_uM,4.18
543,data/bronze/artifacts/2021_raw.xlsx,Table 19,246,ki_a_nM,0.59
543,data/bronze/artifacts/2021_raw.xlsx,Table 19,246,ki_b_nM,nan
543,data/bronze/artifacts/2021_raw.xlsx,Table 19,246,ic50_null_uM,0.568
543,data/bronze/artifacts/2021_raw.xlsx,Table 19,246,ic50_wt_uM,>10
544,data/bronze/artifacts/2021_raw.xlsx,Table 19,247,ki_a_nM,0.08
544,data/bronze/artifacts/2021_raw.xlsx,Table 19,247,ki_b_nM,nan
544,data/bronze/artifacts/2021_raw.xlsx,Table 19,247,ic50_null_uM,0.021
544,data/bronze/artifacts/2021_raw.xlsx,Table 19,247,ic50_wt_uM,0.723
545,data/bronze/artifacts/2021_raw.xlsx,Table 19,248,ki_a_nM,0.41
545,data/bronze/artifacts/2021_raw.xlsx,Table 19,248,ki_b_nM,nan
545,data/bronze/artifacts/2021_raw.xlsx,Table 19,248,ic50_null_uM,0.032
545,data/bronze/artifacts/2021_raw.xlsx,Table 19,248,ic50_wt_uM,0.478
546,data/bronze/artifacts/2021_raw.xlsx,Table 19,249,ki_a_nM,1.09
546,data/bronze/artifacts/2021_raw.xlsx,Table 19,249,ki_b_nM,nan
546,data/bronze/artifacts/2021_raw.xlsx,Table 19,249,ic50_null_uM,0.262
546,data/bronze/artifacts/2021_raw.xlsx,Table 19,249,ic50_wt_uM,4.39
547,data/bronze/artifacts/2021_raw.xlsx,Table 19,250,ki_a_nM,0.02
547,data/bronze/artifacts/2021_raw.xlsx,Table 19,250,ki_b_nM,nan
547,data/bronze/artifacts/2021_raw.xlsx,Table 19,250,ic50_null_uM,0.019
547,data/bronze/artifacts/2021_raw.xlsx,Table 19,250,ic50_wt_uM,0.443
548,data/bronze/artifacts/2021_raw.xlsx,Table 19,251,ki_a_nM,0.1
548,data/bronze/artifacts/2021_raw.xlsx,Table 19,251,ki_b_nM,nan
548,data/bronze/artifacts/2021_raw.xlsx,Table 19,251,ic50_null_uM,0.088
548,data/bronze/artifacts/2021_raw.xlsx,Table 19,251,ic50_wt_uM,2.08
549,data/bronze/artifacts/2021_raw.xlsx,Table 19,252,ki_a_nM,0.07
549,data/bronze/artifacts/2021_raw.xlsx,Table 19,252,ki_b_nM,nan
549,data/bronze/artifacts/2021_raw.xlsx,Table 19,252,ic50_null_uM,0.275
549,data/bronze/artifacts/2021_raw.xlsx,Table 19,252,ic50_wt_uM,5.09
550,data/bronze/artifacts/2021_raw.xlsx,Table 19,253,ki_a_nM,0.14
550,data/bronze/artifacts/2021_raw.xlsx,Table 19,253,ki_b_nM,nan
550,data/bronze/artifacts/2021_raw.xlsx,Table 19,253,ic50_null_uM,0.199
550,data/bronze/artifacts/2021_raw.xlsx,Table 19,253,ic50_wt_uM,5.93
551,data/bronze/artifacts/2021_raw.xlsx,Table 19,254,ki_a_nM,0.14
551,data/bronze/artifacts/2021_raw.xlsx,Table 19,254,ki_b_nM,nan
551,data/bronze/artifacts/2021_raw.xlsx,Table 19,254,ic50_null_uM,0.021
551,data/bronze/artifacts/2021_raw.xlsx,Table 19,254,ic50_wt_uM,0.634
552,data/bronze/artifacts/2021_raw.xlsx,Table 19,255,ki_a_nM,0.32
552,data/bronze/artifacts/2021_raw.xlsx,Table 19,255,ki_b_nM,nan
552,data/bronze/artifacts/2021_raw.xlsx,Table 19,255,ic50_null_uM,0.22
552,data/bronze/artifacts/2021_raw.xlsx,Table 19,255,ic50_wt_uM,2.55
553,data/bronze/artifacts/2021_raw.xlsx,Table 19,256,ki_a_nM,0.36
553,data/bronze/artifacts/2021_raw.xlsx,Table 19,256,ki_b_nM,nan
553,data/bronze/artifacts/2021_raw.xlsx,Table 19,256,ic50_null_uM,0.454
553,data/bronze/artifacts/2021_raw.xlsx,Table 19,256,ic50_wt_uM,>10
554,data/bronze/artifacts/2021_raw.xlsx,Table 19,257,ki_a_nM,0.07
554,data/bronze/artifacts/2021_raw.xlsx,Table 19,257,ki_b_nM,nan
554,data/bronze/artifacts/2021_raw.xlsx,Table 19,257,ic50_null_uM,0.122
554,data/bronze/artifacts/2021_raw.xlsx,Table 19,257,ic50_wt_uM,4.28
555,data/bronze/artifacts/2021_raw.xlsx,Table 19,258,ki_a_nM,0.07
555,data/bronze/artifacts/2021_raw.xlsx,Table 19,258,ki_b_nM,nan
555,data/bronze/artifacts/2021_raw.xlsx,Table 19,258,ic50_null_uM,0.125
555,data/bronze/artifacts/2021_raw.xlsx,Table 19,258,ic50_wt_uM,3.82
556,data/bronze/artifacts/2021_raw.xlsx,Table 19,259,ki_a_nM,4.1
556,data/bronze/artifacts/2021_raw.xlsx,Table 19,259,ki_b_nM,nan
556,data/bronze/artifacts/2021_raw.xlsx,Table 19,259,ic50_null_uM,0.342
556,data/bronze/artifacts/2021_raw.xlsx,Table 19,259,ic50_wt_uM,10.1
557,data/bronze/artifacts/2021_raw.xlsx,Table 19,260,ki_a_nM,0.18
557,data/bronze/artifacts/2021_raw.xlsx,Table 19,260,ki_b_nM,nan
557,data/bronze/artifacts/2021_raw.xlsx,Table 19,260,ic50_null_uM,0.042
557,data/bronze/artifacts/2021_raw.xlsx,Table 19,260,ic50_wt_uM,1.73
558,data/bronze/artifacts/2021_raw.xlsx,Table 19,261,ki_a_nM,0.08
558,data/bronze/artifacts/2021_raw.xlsx,Table 19,261,ki_b_nM,nan
558,data/bronze/artifacts/2021_raw.xlsx,Table 19,261,ic50_null_uM,0.038
558,data/bronze/artifacts/2021_raw.xlsx,Table 19,261,ic50_wt_uM,1.3
559,data/bronze/artifacts/2021_raw.xlsx,Table 19,262,ki_a_nM,0.07
559,data/bronze/artifacts/2021_raw.xlsx,Table 19,262,ki_b_nM,nan
559,data/bronze/artifacts/2021_raw.xlsx,Table 19,262,ic50_null_uM,0.147
559,data/bronze/artifacts/2021_raw.xlsx,Table 19,262,ic50_wt_uM,2.19
560,data/bronze/artifacts/2021_raw.xlsx,Table 19,263,ki_a_nM,0.2
560,data/bronze/artifacts/2021_raw.xlsx,Table 19,263,ki_b_nM,nan
560,data/bronze/artifacts/2021_raw.xlsx,Table 19,263,ic50_null_uM,0.623
560,data/bronze/artifacts/2021_raw.xlsx,Table 19,263,ic50_wt_uM,>10
561,data/bronze/artifacts/2021_raw.xlsx,Table 19,264,ki_a_nM,0.3
561,data/bronze/artifacts/2021_raw.xlsx,Table 19,264,ki_b_nM,nan
561,data/bronze/artifacts/2021_raw.xlsx,Table 19,264,ic50_null_uM,0.895
561,data/bronze/artifacts/2021_raw.xlsx,Table 19,264,ic50_wt_uM,>10
562,data/bronze/artifacts/2021_raw.xlsx,Table 19,265,ki_a_nM,nan
562,data/bronze/artifacts/2021_raw.xlsx,Table 19,265,ki_b_nM,3.76
562,data/bronze/artifacts/2021_raw.xlsx,Table 19,265,ic50_null_uM,0.455
562,data/bronze/artifacts/2021_raw.xlsx,Table 19,265,ic50_wt_uM,>1
563,data/bronze/artifacts/2021_raw.xlsx,Table 19,266,ki_a_nM,nan
563,data/bronze/artifacts/2021_raw.xlsx,Table 19,266,ki_b_nM,nan
563,data/bronze/artifacts/2021_raw.xlsx,Table 19,266,ic50_null_uM,0.165
563,data/bronze/artifacts/2021_raw.xlsx,Table 19,266,ic50_wt_uM,>1
564,data/bronze/artifacts/2021_raw.xlsx,Table 19,267,ki_a_nM,nan
564,data/bronze/artifacts/2021_raw.xlsx,Table 19,267,ki_b_nM,nan
564,data/bronze/artifacts/2021_raw.xlsx,Table 19,267,ic50_null_uM,0.102
564,data/bronze/artifacts/2021_raw.xlsx,Table 19,267,ic50_wt_uM,>1
565,data/bronze/artifacts/2021_raw.xlsx,Table 19,268,ki_a_nM,nan
565,data/bronze/artifacts/2021_raw.xlsx,Table 19,268,ki_b_nM,2.77
565,data/bronze/artifacts/2021_raw.xlsx,Table 19,268,ic50_null_uM,0.094
565,data/bronze/artifacts/2021_raw.xlsx,Table 19,268,ic50_wt_uM,3.49
566,data/bronze/artifacts/2021_raw.xlsx,Table 19,269,ki_a_nM,nan
566,data/bronze/artifacts/2021_raw.xlsx,Table 19,269,ki_b_nM,4.58
566,data/bronze/artifacts/2021_raw.xlsx,Table 19,269,ic50_null_uM,0.277
566,data/bronze/artifacts/2021_raw.xlsx,Table 19,269,ic50_wt_uM,>10
567,data/bronze/artifacts/2021_raw.xlsx,Table 19,270,ki_a_nM,nan
567,data/bronze/artifacts/2021_raw.xlsx,Table 19,270,ki_b_nM,4.44
567,data/bronze/artifacts/2021_raw.xlsx,Table 19,270,ic50_null_uM,0.103
567,data/bronze/artifacts/2021_raw.xlsx,Table 19,270,ic50_wt_uM,>1
568,data/bronze/artifacts/2021_raw.xlsx,Table 19,271,ki_a_nM,nan
568,data/bronze/artifacts/2021_raw.xlsx,Table 19,271,ki_b_nM,2.-2
568,data/bronze/artifacts/2021_raw.xlsx,Table 19,271,ic50_null_uM,0.13
568,data/bronze/artifacts/2021_raw.xlsx,Table 19,271,ic50_wt_uM,5.55
569,data/bronze/artifacts/2021_raw.xlsx,Table 19,272,ki_a_nM,nan
569,data/bronze/artifacts/2021_raw.xlsx,Table 19,272,ki_b_nM,nan
569,data/bronze/artifacts/2021_raw.xlsx,Table 19,272,ic50_null_uM,0.331
569,data/bronze/artifacts/2021_raw.xlsx,Table 19,272,ic50_wt_uM,7.16
570,data/bronze/artifacts/2021_raw.xlsx,Table 19,273,ki_a_nM,nan
570,data/bronze/artifacts/2021_raw.xlsx,Table 19,273,ki_b_nM,2.39
570,data/bronze/artifacts/2021_raw.xlsx,Table 19,273,ic50_null_uM,0.343
570,data/bronze/artifacts/2021_raw.xlsx,Table 19,273,ic50_wt_uM,>10
571,data/bronze/artifacts/2021_raw.xlsx,Table 19,274,ki_a_nM,nan
571,data/bronze/artifacts/2021_raw.xlsx,Table 19,274,ki_b_nM,nan
571,data/bronze/artifacts/2021_raw.xlsx,Table 19,274,ic50_null_uM,0.202
571,data/bronze/artifacts/2021_raw.xlsx,Table 19,274,ic50_wt_uM,>1
572,data/bronze/artifacts/2021_raw.xlsx,Table 19,275,ki_a_nM,nan
572,data/bronze/artifacts/2021_raw.xlsx,Table 19,275,ki_b_nM,3.48
572,data/bronze/artifacts/2021_raw.xlsx,Table 19,275,ic50_null_uM,0.608
572,data/bronze/artifacts/2021_raw.xlsx,Table 19,275,ic50_wt_uM,>10
573,data/bronze/artifacts/2021_raw.xlsx,Table 19,276,ki_a_nM,nan
573,data/bronze/artifacts/2021_raw.xlsx,Table 19,276,ki_b_nM,nan
573,data/bronze/artifacts/2021_raw.xlsx,Table 19,276,ic50_null_uM,0.76
573,data/bronze/artifacts/2021_raw.xlsx,Table 19,276,ic50_wt_uM,>1
574,data/bronze/artifacts/2021_raw.xlsx,Table 19,277,ki_a_nM,nan
574,data/bronze/artifacts/2021_raw.xlsx,Table 19,277,ki_b_nM,nan
574,data/bronze/artifacts/2021_raw.xlsx,Table 19,277,ic50_null_uM,0.49
574,data/bronze/artifacts/2021_raw.xlsx,Table 19,277,ic50_wt_uM,>1
575,data/bronze/artifacts/2021_raw.xlsx,Table 19,278,ki_a_nM,nan
575,data/bronze/artifacts/2021_raw.xlsx,Table 19,278,ki_b_nM,2.89
575,data/bronze/artifacts/2021_raw.xlsx,Table 19,278,ic50_null_uM,0.078
575,data/bronze/artifacts/2021_raw.xlsx,Table 19,278,ic50_wt_uM,>1
576,data/bronze/artifacts/2021_raw.xlsx,Table 19,279,ki_a_nM,nan
576,data/bronze/artifacts/2021_raw.xlsx,Table 19,279,ki_b_nM,5.89
576,data/bronze/artifacts/2021_raw.xlsx,Table 19,279,ic50_null_uM,0.749
576,data/bronze/artifacts/2021_raw.xlsx,Table 19,279,ic50_wt_uM,>10
577,data/bronze/artifacts/2021_raw.xlsx,Table 19,280,ki_a_nM,nan
577,data/bronze/artifacts/2021_raw.xlsx,Table 19,280,ki_b_nM,3.89
577,data/bronze/artifacts/2021_raw.xlsx,Table 19,280,ic50_null_uM,0.159
577,data/bronze/artifacts/2021_raw.xlsx,Table 19,280,ic50_wt_uM,6.65
578,data/bronze/artifacts/2021_raw.xlsx,Table 19,281,ki_a_nM,nan
578,data/bronze/artifacts/2021_raw.xlsx,Table 19,281,ki_b_nM,15.4
578,data/bronze/artifacts/2021_raw.xlsx,Table 19,281,ic50_null_uM,0.859
578,data/bronze/artifacts/2021_raw.xlsx,Table 19,281,ic50_wt_uM,5.09
579,data/bronze/artifacts/2021_raw.xlsx,Table 19,282,ki_a_nM,nan
579,data/bronze/artifacts/2021_raw.xlsx,Table 19,282,ki_b_nM,
579,data/bronze/artifacts/2021_raw.xlsx,Table 19,282,ic50_null_uM,0.095
579,data/bronze/artifacts/2021_raw.xlsx,Table 19,282,ic50_wt_uM,>1
580,data/bronze/artifacts/2021_raw.xlsx,Table 19,283,ki_a_nM,nan
580,data/bronze/artifacts/2021_raw.xlsx,Table 19,283,ki_b_nM,2.24
580,data/bronze/artifacts/2021_raw.xlsx,Table 19,283,ic50_null_uM,0.11
580,data/bronze/artifacts/2021_raw.xlsx,Table 19,283,ic50_wt_uM,5.6
581,data/bronze/artifacts/2021_raw.xlsx,Table 19,284,ki_a_nM,nan
581,data/bronze/artifacts/2021_raw.xlsx,Table 19,284,ki_b_nM,16
581,data/bronze/artifacts/2021_raw.xlsx,Table 19,284,ic50_null_uM,0.84
581,data/bronze/artifacts/2021_raw.xlsx,Table 19,284,ic50_wt_uM,>1
582,data/bronze/artifacts/2021_raw.xlsx,Table 19,285,ki_a_nM,nan
582,data/bronze/artifacts/2021_raw.xlsx,Table 19,285,ki_b_nM,nan
582,data/bronze/artifacts/2021_raw.xlsx,Table 19,285,ic50_null_uM,0.49
582,data/bronze/artifacts/2021_raw.xlsx,Table 19,285,ic50_wt_uM,>1
583,data/bronze/artifacts/2021_raw.xlsx,Table 19,286,ki_a_nM,nan
583,data/bronze/artifacts/2021_raw.xlsx,Table 19,286,ki_b_nM,nan
583,data/bronze/artifacts/2021_raw.xlsx,Table 19,286,ic50_null_uM,0.14
583,data/bronze/artifacts/2021_raw.xlsx,Table 19,286,ic50_wt_uM,>1
584,data/bronze/artifacts/2021_raw.xlsx,Table 19,287,ki_a_nM,nan
584,data/bronze/artifacts/2021_raw.xlsx,Table 19,287,ki_b_nM,nan
584,data/bronze/artifacts/2021_raw.xlsx,Table 19,287,ic50_null_uM,0.29
584,data/bronze/artifacts/2021_raw.xlsx,Table 19,287,ic50_wt_uM,>1
585,data/bronze/artifacts/2021_raw.xlsx,Table 19,288,ki_a_nM,nan
585,data/bronze/artifacts/2021_raw.xlsx,Table 19,288,ki_b_nM,nan
585,data/bronze/artifacts/2021_raw.xlsx,Table 19,288,ic50_null_uM,0.58
585,data/bronze/artifacts/2021_raw.xlsx,Table 19,288,ic50_wt_uM,11
586,data/bronze/artifacts/2021_raw.xlsx,Table 19,289,ki_a_nM,nan
586,data/bronze/artifacts/2021_raw.xlsx,Table 19,289,ki_b_nM,nan
586,data/bronze/artifacts/2021_raw.xlsx,Table 19,289,ic50_null_uM,0.344
586,data/bronze/artifacts/2021_raw.xlsx,Table 19,289,ic50_wt_uM,5.55
587,data/bronze/artifacts/2021_raw.xlsx,Table 19,290,ki_a_nM,nan
587,data/bronze/artifacts/2021_raw.xlsx,Table 19,290,ki_b_nM,nan
587,data/bronze/artifacts/2021_raw.xlsx,Table 19,290,ic50_null_uM,0.807
587,data/bronze/artifacts/2021_raw.xlsx,Table 19,290,ic50_wt_uM,0.404
588,data/bronze/artifacts/2021_raw.xlsx,Table 19,291,ki_a_nM,nan
588,data/bronze/artifacts/2021_raw.xlsx,Table 19,291,ki_b_nM,nan
588,data/bronze/artifacts/2021_raw.xlsx,Table 19,291,ic50_null_uM,0.76
588,data/bronze/artifacts/2021_raw.xlsx,Table 19,291,ic50_wt_uM,>1
589,data/bronze/artifacts/2021_raw.xlsx,Table 19,292,ki_a_nM,nan
589,data/bronze/artifacts/2021_raw.xlsx,Table 19,292,ki_b_nM,nan
589,data/bronze/artifacts/2021_raw.xlsx,Table 19,292,ic50_null_uM,0.549
589,data/bronze/artifacts/2021_raw.xlsx,Table 19,292,ic50_wt_uM,>1
590,data/bronze/artifacts/2021_raw.xlsx,Table 19,293,ki_a_nM,nan
590,data/bronze/artifacts/2021_raw.xlsx,Table 19,293,ki_b_nM,14.9
590,data/bronze/artifacts/2021_raw.xlsx,Table 19,293,ic50_null_uM,0.921
590,data/bronze/artifacts/2021_raw.xlsx,Table 19,293,ic50_wt_uM,6.8
591,data/bronze/artifacts/2021_raw.xlsx,Table 19,294,ki_a_nM,nan
591,data/bronze/artifacts/2021_raw.xlsx,Table 19,294,ki_b_nM,16.5
591,data/bronze/artifacts/2021_raw.xlsx,Table 19,294,ic50_null_uM,0.456
591,data/bronze/artifacts/2021_raw.xlsx,Table 19,294,ic50_wt_uM,>1
592,data/bronze/artifacts/2021_raw.xlsx,Table 19,295,ki_a_nM,nan
592,data/bronze/artifacts/2021_raw.xlsx,Table 19,295,ki_b_nM,2-.9
592,data/bronze/artifacts/2021_raw.xlsx,Table 19,295,ic50_null_uM,0.407
592,data/bronze/artifacts/2021_raw.xlsx,Table 19,295,ic50_wt_uM,>1
593,data/bronze/artifacts/2021_raw.xlsx,Table 19,296,ki_a_nM,nan
593,data/bronze/artifacts/2021_raw.xlsx,Table 19,296,ki_b_nM,13.2
593,data/bronze/artifacts/2021_raw.xlsx,Table 19,296,ic50_null_uM,0.185
593,data/bronze/artifacts/2021_raw.xlsx,Table 19,296,ic50_wt_uM,>1
594,data/bronze/artifacts/2021_raw.xlsx,Table 19,297,ki_a_nM,nan
594,data/bronze/artifacts/2021_raw.xlsx,Table 19,297,ki_b_nM,26
594,data/bronze/artifacts/2021_raw.xlsx,Table 19,297,ic50_null_uM,0.64
594,data/bronze/artifacts/2021_raw.xlsx,Table 19,297,ic50_wt_uM,>1
595,data/bronze/artifacts/2021_raw.xlsx,Table 19,298,ki_a_nM,nan
595,data/bronze/artifacts/2021_raw.xlsx,Table 19,298,ki_b_nM,21.5
595,data/bronze/artifacts/2021_raw.xlsx,Table 19,298,ic50_null_uM,0.99
595,data/bronze/artifacts/2021_raw.xlsx,Table 19,298,ic50_wt_uM,8.2
596,data/bronze/artifacts/2021_raw.xlsx,Table 19,299,ki_a_nM,nan
596,data/bronze/artifacts/2021_raw.xlsx,Table 19,299,ki_b_nM,17.1
596,data/bronze/artifacts/2021_raw.xlsx,Table 19,299,ic50_null_uM,0.352
596,data/bronze/artifacts/2021_raw.xlsx,Table 19,299,ic50_wt_uM,>10
597,data/bronze/artifacts/2021_raw.xlsx,Table 19,300,ki_a_nM,nan
597,data/bronze/artifacts/2021_raw.xlsx,Table 19,300,ki_b_nM,6.35
597,data/bronze/artifacts/2021_raw.xlsx,Table 19,300,ic50_null_uM,0.3
597,data/bronze/artifacts/2021_raw.xlsx,Table 19,300,ic50_wt_uM,>1
598,data/bronze/artifacts/2021_raw.xlsx,Table 19,301,ki_a_nM,nan
598,data/bronze/artifacts/2021_raw.xlsx,Table 19,301,ki_b_nM,2.44
598,data/bronze/artifacts/2021_raw.xlsx,Table 19,301,ic50_null_uM,0.18
598,data/bronze/artifacts/2021_raw.xlsx,Table 19,301,ic50_wt_uM,>1
599,data/bronze/artifacts/2021_raw.xlsx,Table 19,302,ki_a_nM,nan
599,data/bronze/artifacts/2021_raw.xlsx,Table 19,302,ki_b_nM,3.12
599,data/bronze/artifacts/2021_raw.xlsx,Table 19,302,ic50_null_uM,0.28
599,data/bronze/artifacts/2021_raw.xlsx,Table 19,302,ic50_wt_uM,>1
600,data/bronze/artifacts/2021_raw.xlsx,Table 19,303,ki_a_nM,nan
600,data/bronze/artifacts/2021_raw.xlsx,Table 19,303,ki_b_nM,1.83
600,data/bronze/artifacts/2021_raw.xlsx,Table 19,303,ic50_null_uM,0.044
600,data/bronze/artifacts/2021_raw.xlsx,Table 19,303,ic50_wt_uM,>1
601,data/bronze/artifacts/2021_raw.xlsx,Table 19,304,ki_a_nM,nan
601,data/bronze/artifacts/2021_raw.xlsx,Table 19,304,ki_b_nM,1.78
601,data/bronze/artifacts/2021_raw.xlsx,Table 19,304,ic50_null_uM,0.038
601,data/bronze/artifacts/2021_raw.xlsx,Table 19,304,ic50_wt_uM,0.82
602,data/bronze/artifacts/2021_raw.xlsx,Table 19,305,ki_a_nM,nan
602,data/bronze/artifacts/2021_raw.xlsx,Table 19,305,ki_b_nM,7.26
602,data/bronze/artifacts/2021_raw.xlsx,Table 19,305,ic50_null_uM,0.085
602,data/bronze/artifacts/2021_raw.xlsx,Table 19,305,ic50_wt_uM,>1
603,data/bronze/artifacts/2021_raw.xlsx,Table 19,306,ki_a_nM,nan
603,data/bronze/artifacts/2021_raw.xlsx,Table 19,306,ki_b_nM,23.7
603,data/bronze/artifacts/2021_raw.xlsx,Table 19,306,ic50_null_uM,0.317
603,data/bronze/artifacts/2021_raw.xlsx,Table 19,306,ic50_wt_uM,>1.5
604,data/bronze/artifacts/2021_raw.xlsx,Table 19,307,ki_a_nM,nan
604,data/bronze/artifacts/2021_raw.xlsx,Table 19,307,ki_b_nM,5.46
604,data/bronze/artifacts/2021_raw.xlsx,Table 19,307,ic50_null_uM,0.044
604,data/bronze/artifacts/2021_raw.xlsx,Table 19,307,ic50_wt_uM,0.4
605,data/bronze/artifacts/2021_raw.xlsx,Table 19,308,ki_a_nM,nan
605,data/bronze/artifacts/2021_raw.xlsx,Table 19,308,ki_b_nM,6.2
605,data/bronze/artifacts/2021_raw.xlsx,Table 19,308,ic50_null_uM,0.145
605,data/bronze/artifacts/2021_raw.xlsx,Table 19,308,ic50_wt_uM,>1.3
606,data/bronze/artifacts/2021_raw.xlsx,Table 19,309,ki_a_nM,nan
606,data/bronze/artifacts/2021_raw.xlsx,Table 19,309,ki_b_nM,2.9
606,data/bronze/artifacts/2021_raw.xlsx,Table 19,309,ic50_null_uM,0.027
606,data/bronze/artifacts/2021_raw.xlsx,Table 19,309,ic50_wt_uM,0.28
607,data/bronze/artifacts/2021_raw.xlsx,Table 19,310,ki_a_nM,nan
607,data/bronze/artifacts/2021_raw.xlsx,Table 19,310,ki_b_nM,7.26
607,data/bronze/artifacts/2021_raw.xlsx,Table 19,310,ic50_null_uM,0.37
607,data/bronze/artifacts/2021_raw.xlsx,Table 19,310,ic50_wt_uM,>3.2
608,data/bronze/artifacts/2021_raw.xlsx,Table 19,311,ki_a_nM,nan
608,data/bronze/artifacts/2021_raw.xlsx,Table 19,311,ki_b_nM,5.26
608,data/bronze/artifacts/2021_raw.xlsx,Table 19,311,ic50_null_uM,0.4
608,data/bronze/artifacts/2021_raw.xlsx,Table 19,311,ic50_wt_uM,>1
609,data/bronze/artifacts/2021_raw.xlsx,Table 19,312,ki_a_nM,nan
609,data/bronze/artifacts/2021_raw.xlsx,Table 19,312,ki_b_nM,26.8
609,data/bronze/artifacts/2021_raw.xlsx,Table 19,312,ic50_null_uM,0.54
609,data/bronze/artifacts/2021_raw.xlsx,Table 19,312,ic50_wt_uM,>1
610,data/bronze/artifacts/2021_raw.xlsx,Table 19,313,ki_a_nM,nan
610,data/bronze/artifacts/2021_raw.xlsx,Table 19,313,ki_b_nM,9.6
610,data/bronze/artifacts/2021_raw.xlsx,Table 19,313,ic50_null_uM,0.54
610,data/bronze/artifacts/2021_raw.xlsx,Table 19,313,ic50_wt_uM,>1
611,data/bronze/artifacts/2021_raw.xlsx,Table 19,314,ki_a_nM,nan
611,data/bronze/artifacts/2021_raw.xlsx,Table 19,314,ki_b_nM,3.-7
611,data/bronze/artifacts/2021_raw.xlsx,Table 19,314,ic50_null_uM,0.07
611,data/bronze/artifacts/2021_raw.xlsx,Table 19,314,ic50_wt_uM,>1
612,data/bronze/artifacts/2021_raw.xlsx,Table 19,315,ki_a_nM,nan
612,data/bronze/artifacts/2021_raw.xlsx,Table 19,315,ki_b_nM,7.56
612,data/bronze/artifacts/2021_raw.xlsx,Table 19,315,ic50_null_uM,0.34
612,data/bronze/artifacts/2021_raw.xlsx,Table 19,315,ic50_wt_uM,>1
613,data/bronze/artifacts/2021_raw.xlsx,Table 19,316,ki_a_nM,nan
613,data/bronze/artifacts/2021_raw.xlsx,Table 19,316,ki_b_nM,4.35
613,data/bronze/artifacts/2021_raw.xlsx,Table 19,316,ic50_null_uM,0.269
613,data/bronze/artifacts/2021_raw.xlsx,Table 19,316,ic50_wt_uM,3.9
614,data/bronze/artifacts/2021_raw.xlsx,Table 19,317,ki_a_nM,nan
614,data/bronze/artifacts/2021_raw.xlsx,Table 19,317,ki_b_nM,9.42
614,data/bronze/artifacts/2021_raw.xlsx,Table 19,317,ic50_null_uM,0.95
614,data/bronze/artifacts/2021_raw.xlsx,Table 19,317,ic50_wt_uM,>1
615,data/bronze/artifacts/2021_raw.xlsx,Table 19,318,ki_a_nM,nan
615,data/bronze/artifacts/2021_raw.xlsx,Table 19,318,ki_b_nM,1.62
615,data/bronze/artifacts/2021_raw.xlsx,Table 19,318,ic50_null_uM,0.276
615,data/bronze/artifacts/2021_raw.xlsx,Table 19,318,ic50_wt_uM,3.5
616,data/bronze/artifacts/2021_raw.xlsx,Table 19,319,ki_a_nM,nan
616,data/bronze/artifacts/2021_raw.xlsx,Table 19,319,ki_b_nM,3.29
616,data/bronze/artifacts/2021_raw.xlsx,Table 19,319,ic50_null_uM,0.32
616,data/bronze/artifacts/2021_raw.xlsx,Table 19,319,ic50_wt_uM,>1
617,data/bronze/artifacts/2021_raw.xlsx,Table 19,320,ki_a_nM,nan
617,data/bronze/artifacts/2021_raw.xlsx,Table 19,320,ki_b_nM,1.72
617,data/bronze/artifacts/2021_raw.xlsx,Table 19,320,ic50_null_uM,0.286
617,data/bronze/artifacts/2021_raw.xlsx,Table 19,320,ic50_wt_uM,>1
618,data/bronze/artifacts/2021_raw.xlsx,Table 19,321,ki_a_nM,nan
618,data/bronze/artifacts/2021_raw.xlsx,Table 19,321,ki_b_nM,1.59
618,data/bronze/artifacts/2021_raw.xlsx,Table 19,321,ic50_null_uM,0.055
618,data/bronze/artifacts/2021_raw.xlsx,Table 19,321,ic50_wt_uM,1.4
619,data/bronze/artifacts/2021_raw.xlsx,Table 19,322,ki_a_nM,nan
619,data/bronze/artifacts/2021_raw.xlsx,Table 19,322,ki_b_nM,1.87
619,data/bronze/artifacts/2021_raw.xlsx,Table 19,322,ic50_null_uM,0.128
619,data/bronze/artifacts/2021_raw.xlsx,Table 19,322,ic50_wt_uM,1.3
620,data/bronze/artifacts/2021_raw.xlsx,Table 19,323,ki_a_nM,nan
620,data/bronze/artifacts/2021_raw.xlsx,Table 19,323,ki_b_nM,1.83
620,data/bronze/artifacts/2021_raw.xlsx,Table 19,323,ic50_null_uM,0.1
